processed_tweet,class
that fucking slutty beaner,0
that pic is now circulated by jihadis with a call to kill him    saudi  isis  syria,0
that shade of faggot clashes with your eye color ,0
that was my faggot rant for the night ,0
the  midwest of the us is white trash ,0
the  south of the us is white trash ,0
the  elite call conservatives  our niggers  behind closed doors   tcot  teaparty,0
the south is full of white trash  the midwest is full of white trash  the west coast if full of white trash ,0
the blacks in  california are typical niggers ,0
the chinks really hunting their food    rt   dog shot with arrow in n o  east  ,0
the fucking royals bitch  work ,0
the leftist homosexual war on the  catholic church kicked into high gear with the infiltration of the priesthood by boy raping fags   ,0
the nations know who we are  but we rather be real niggers  amp  bad bitches  ,0
the people who have historically been called white trash were called that for a reason  they re white trash  the truth hurts ,0
the reason shelby hates sandwiches is because he is a queer  ,0
the rich kids of beverly hills is trash and not even entertaining trash  and why do they all look mid thirties ,0
the thing about working with black people  these bitches never on fucking time then wanna complain about a short check  bitch die today  now,0
them queer ass shorts rabchenko got on,0
these hoes be lying to all of us nigga i got news for the monogamous niggas yo bitch fucking anonymous niggas   ,0
these niggas retarded    lmfaoo,0
these people are fags ,0
they should have never gave a cracker a transmitter        will flip when he sees this  ,0
they slut for me they kill for me they steal for me and of course it ll be yo cash and i ll murder that bitch send the body back to yo ass,0
think it s okay to take my property and break it  fuck you bitch,0
this girl is retarded,0
this kid looks like a retard when he tries hiding his phone    so obvious,0
this nigga jerry room smell like bad pussy          ,0
this nigga over here telling me he dont fuck with this bitch   when he do                              or maybe she lying lol,0
this niggah know wassup,0
this nigglet                 ,0
this rain got yall women talking out your ass   a nigga should spend     of his income on a bitch                    bruh get these hoes the fuck outta here,0
this time a night dark skin niggas really turn into lightskin niggas i swear i seen a darkie try buying starbucks  mins ago but they closed,0
this week s rfn segment is in the can  i discuss idaho being a faggot marriage state just like washington ,0
this white bitch had the fuckin nerve to call me a nigga          when shes the one payin for her lips to get bigga                  ,0
this white bitch tried to set me up for a racial war     lol bitch it s impossible i m smarter then you,0
those guys are the definition of white trash,0
told my dad to go buy cookies for the graduation reception   this nigga bought oreos ,0
truth rt   only a faggot would turn down hairy pussy,0
twice divorced teabagger florida attorney general says marriage is reserved for  stable  enduring family units    wtf,0
twitter is for fags ,0
typically hateful  anti christian  mentally ill and ugly dyke trash pig couple jennifer mccarthy and melisa erwin ,0
u coons can t wait to wear them oreo j s,0
ugly fucking nigger baby  thought it was a gorilla at first       ,0
uncle tom hypocrite  ,0
vanessa is such a fuckin faggot ,0
waiting on this wetback sycksyllables ,0
wake up you stoopid dyke ,0
washing my coon hair,0
wassup wit all these fucc niccas,0
watch out nigger lovers  you day is coming  ,0
watching the nigger movie menace society  trying to learn more about the enemy  good reconnaissance ,0
we hate you too lil nicca  lol rt   i hate the steelers dawg,0
well gahdamn  rt   wooooow           good job mommy  cutest thing blue ivy ever done she still an ugly nigger baby       ,0
what a fag,0
what a fucking faggot,0
what a wetback looks like when he gets caught crossing the border   ,0
what be the peckin order    white christian   colored   porto ricans    arab    jews   i donts know  i be axin,0
what ppl expect  august aslina is a nig from new orleans,0
what these bitches want from a nigga   like on some dmx shit,0
what s so good about prom  all i see is another faggot ass high school dance ,0
what s up faggots bet y all thought you d seen the last of me,0
what s worse than  ebola   the f ing retards trying to make it a race issue  al sharpton has caused more american death than ebola ,0
when a pussy nigga socks you and doesn t knock you out ,0
when it rains it s good  go to the mall weather  all the coons be at home,0
white bus drivers are all white trash   losangeles,0
white trash have taken over every charity organization in the us ,0
white trash okies don t count as real white people  to count as a white person you have to count a person  okies aren t people ,0
who takes mid from the best midlaner na    fuckin solo q fags ,0
whoever had mr  ramlogan for uwi business law tho  racist mudda cunt,0
why are some people such faggots  like were you born that way or are you just that big of a douche bag ,0
why do so many filthy wetback half breed spic savages live in  losangeles  none of them have any right at all to be here ,0
why does this faggot in front of me have to get two dozen doughnuts right now  get the fuck on,0
why you think all these niggas end up with all these kids  fucking ugly bitches,0
wish i coulda said more to  tonight  good seeing you fag           ,0
women who are feminist are the ugly bitches who cant find a man for themselves,0
worlds biggest faggot lol,0
y all hoes really get mad cause a nigga don t want cha,0
yea alright redneck white trash   stupid niggers hollering out their car going down the road trying to hit on me  fuck y all  ,0
yo bitch ass needs to boss the fuck up ,0
yo bitch on my dick she come to my crib she get passed around no love,0
yost on portsmouth  this is the biggest white trash county in the nation   yostknowsmost ,0
you  football  nigga  kiss  isis  wifebeater  faggots gt  we see you gt  shout it out to the radical  islamnation   yo gt ,0
you a hoe if you crying because yo ass pregnant  it was all smiles while you was riding that dick bitch ,0
you a lame ass nigga still cuffin these hoes my bitch got a bitch with er,0
you a real life faggot if you ever fight another man because he fucked your girl  you just gotta take that l like a man and move on,0
you are a jiggaboo    ,0
you can t owe me shit ion trust niccas,0
you fucking fag          this is exactly what i am talking about   women are pigs ,0
you got me faggot,0
you hate football your a faggot,0
you have my word we will rt    beat those fucking faggots pls,0
you know what fuck you too bitch your such a little hoe   gt   lt ,0
you like them bitch niggas ,0
you old bitter salty ass niccas make my flesh crawl off my bones  such bitches you are   dontarguejustacceptit,0
you some type of special faggot if you bring chocolate swishers to a smoke session ,0
you state it gook,0
you       re a little bitch rt   rt   my team got blown out in the super bowl,0
you re a faggot if you use the cover your face emoji,0
you re all faggot fuckheads ,0
you re just another nigguh ,0
your acting like a spoiled little faggot have fun,0
your pathetic plan failed  enjoy my phone you fucking monkey  let me see your ass at benton park  you wanna talk shit i ll carve your face ,0
your retarded ,0
youre a fucking ugly bitch  i wanna stab you to death and then play around with your blood  patrick bateman,0
zimmerman we comin for yo life bitch  ,0
ah nigga dat cares about opinions and get involve in hoe shit either gay broke or ain t getting enough pussy  ,0
ahah fucking queer  kill urself,0
bitch kill yoself  go on to the bathroom and eat the pills bitch  all of em,0
bitch you re white stfu with your shitty spanish,0
bitches be like i m mixed wit italian chinese nd african american i be like bitch just cuz you ate ur        ,0
cant trust niggas when it come to bitches,0
coons,0
dem niggas ca have them white hoes     i love my beautiful black sistas    ,0
do you think all the rice fags are at mcdonald s ,0
dumb ugly stupid bullshit ass bitch                            ,0
everybody s favorite phrase to try and end an argument  you do you and i do me   lmao faggots,0
faggot ,0
faggots ,0
fat bitches fat bitches heeeey,0
fat dykes make me want to vomit,0
fuck ray rice  someone crack that bitch,0
fucking christ i hate tutors and tas  you literally get paid to teach retards to stop picking their nose  get the fuck outta my face,0
gay ass fags ,0
go get left in a hot car and die bitch,0
guy complains to me   gays are over sensitive    my response  and look at you complaining like little pussy  waahh waahh  hypocrite,0
harm this pussy instead rt   missing    yr old usc medical student last seen tuesday may harm himself ,0
hoe ass nigga          ,0
hope gezus gets shot in his faggot head  houston  nbombs,0
how the fuck do all these fucking faggot ass randos even find zoe s ask account    ,0
 leo get the fuck off of vine you fag,0
i find it funny when fags write  looking for bf  on a grindr ap  lol thats a fucking ap dumbass ,0
i hate hoes ,0
in real life and online i follow that  sorry folks but just cause i look like a border hopper don t mean i am one  born and raised here,0
inb  you unfunny nigger kill yourself,0
ion speak on how flaw niggas and thirsty hoes be on i g but boyyyyyy look at here                   ,0
it means that im following orders and being subordinate  sue me  ya dyke,0
looking like a hillbilly and not matching is what i do best goodnight losers ,0
my mom tried to get me to buy beaner boots bc they were on sale like i m not in a mariachi band please stop ,0
nigga u a cunt where yo fendi clutch,0
niggas ain t playin a gram of defense man george need to tell these bitch ass niggas man up,0
oh well  he s a fag anyways ,0
omg rt   fat bitch  what s her    ,0
one day im like harry styles is so hot the next day is who tf is this faggot,0
only lesbians get their nips pierced ew,0
pure trash ,0
redneck in the white house    moccasin creek                   ,0
she pooted          either young thug gay  or this bitch pooted ,0
slow replies make me feel like a retard and i just want to put my foot through a wall    hjhdyhdhlgjdftilh,0
smh rt  tyga shoulda knew blacc chyna was a hoe when his son crip walked out her pussy ,0
someones clearly a stinky ass beaner   ,0
stupid loose pussyed bitch,0
talking crazy over the internet is the same thing as doing it in person  don t try to be buddy buddy with me later on faggot fuck you ,0
tell the hating niggah  stfu,0
the receptionist im always forced to talk to is such a racist cunt  i called her for an error and she said she ll call me     mins  nothing ,0
they shot another monkey lmaooooooooooo,0
they re working on a bill to prevent retards from voting  who knew retards could vote  things are starting to make sense now ,0
this guy is the biggest faggot omfg,0
which one of these names is more offensive kike  wop  kraut  wetback jigaboo  towelhead  gook  or redskin ,0
you a pussy ass nigga and i know it nigga ,0
you re all niggers,0
you re such a retard i hope you get type   diabetes and die from a sugar rush you fucking faggot ,0
why is it everytime i go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with   teeth,1
run that nigga  you don t want that nigga  but i need a bad bitch that s hotter than me,1
i need a girl from jamaica i can t fuck with these basic black bitches,1
rt   i know you have me blocked  but next week bitch ,1
put ya hands up if you a grade a bitch,1
she used to fuck wit a ap  too shortsaid he know that bitch from way back,1
i got some lightskin pussy one time and the bitch damn near had me bout to propose ,1
  if you get yo girl took don t be mad at the niggah who did it            be mad at her   cause he don t owe you loyalty   she does  ,1
i actually just hate the bitches on here,1
 i have class nig,1
ha fucking twat  go cry about mommy some more,1
look at you   now look at us   all my niggas look pussy as fuck,1
rt   you can ride for a nigga ya whole life new pussy fuck it up in one night,1
 a pussy in ur mouth is a really good stress reliever doctors recommend,1
higher den a bitch,1
 ight bitch ima see u,1
the nerve of people though    cant take nobody serious  i continuously laugh at you hoes ,1
i can t stand a snobby stuck up bitch,1
    work  is something adults do for money  not borrow from money    broke bitch,1
  lmaooo i wanted them hoes she was suppose to hold em,1
rt   nike beanies  nikeporn ,1
hate that bitch rt  ray donovan s wife is pissing me off,1
these kids man real life kids not even over    n bucking bitch sit yo stupid ass down,1
 nfn you bitch to much ,1
them pretty bitches love me them bitches love me  guccccci,1
 equality niggah,1
stupid bitch at church s didn t give me my fucking bbq sauce so now i gotta eat some dry ass chicken strips          ,1
pregnant at the same time and bitches think that s cute,1
i m about to push this niggah off my seat trying to squish me and shit,1
jooooooked out rt              old hoes  a ponk  and a dyke outchea having  girl talk        lmao,1
rt   if she has  you know my name not my story  in her bio you know she a hoe,1
i didn t know my nig g eazy had reached a million views on one of his songs  haha that s crazy,1
this fat bitch got all huffy cause she took too long to make her turn  so i took it  so she mouthed off to me                             girlbye         ,1
it already soaked  sinked   amp  melted so dropped that s shit bitch idgaf linc up or get caught          ,1
fuccn yo bitch last night she say  you the nigga   ,1
if u not talking bout money or weed bitch i don t even wanna talk to you ,1
     hookers are always complimentary who wants to be with a bitch ,1
dj khaled is retarded,1
rt    i got    nuggets this time bitch   couldntbehappier,1
young buck wanna eat     dat nigguh like i aint fuckin dis up again,1
jk  i m going to be a pussy about it  i don t want the love of my life seein me all scared and shit ,1
  shelby your pussy is beat up,1
rt            the nigga who got slept is a faggot if he sues just run one again and watch ya back       lol just like the pe       ,1
i know this one hoe on twitter right now that s catfishin shit      ,1
weeknd makes songs for the hoes,1
run it in her pussy like a crash dummy ,1
rt   rt  i got no interest in tall skinny model bitches  i like my women with some ass  amp  hips    ,1
i would probably still feel bad if you weren t such a bitch about it   ,1
 you a real bitch for that,1
all i need is a     million dollars bc i got that bad bitch,1
a man will cheat on his woman   fuck    different bitches in   year ,1
your bitch got her lipstick on my dick   ,1
  lol this faggot hid from the moon boss we i was helping him,1
if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash ,1
i was gunna eat the pussy but i m on a diet  ,1
rt   flirting with bitches on twitter like ,1
chick fil a wasn t about anti gay  it was about the first ammendment  if you didn t get that then you have no right to bitch about rights ,1
rt   this is very annoying to me im gonna vomit out of annoyance bc i am a little bitch,1
 lmao                      rt   pound cake look like pussy           ,1
yo bitch whippin in the early morning,1
rt   y all some bitches ,1
   another black man  what does that have to do with anything  once a monkey  always a monkey  chicago idiot,1
 nig nog,1
 ya but you can t because its a real account dumb bitch i go to wams fucking bitch,1
rt     bitch no i m talking to her  ,1
 nope  definitely retarded ,1
  oh  see cher  see what your particular brand vitriol creates  a boy who thinks it s ok to call a woman a cunt   libtard,1
we know what this hoe gonna do for her bday now cc  rt    i plan on it          ,1
 well at least if you re going to do somthing you do it   and don t bitch out   even when it s the wrong thing          ,1
gta online today bitch ass niggas,1
i need sum hoes ah sum  cuz i wake up all i have is hella emails                    but not a goodmoring or goodnight text  shit not even a single text                 ,1
left a nice little message in his inbox so he deleted the comment where he called me a bitch           these        ,1
rt   fresh out of jail and i got my chopper bitches be like vick your number   like the bk whopper,1
 lola foxx         steaming hot nubile lola foxx shoves her dildo deep into her wet      pussy ,1
 gigantic rt  what a big faggot  rt   chubbs bout to earl ,1
she got arrested for domestic violence against him   ugh bitch    ,1
saw this little freshman ho with what looked like spiked dog collar  stupidest shit ever  so everytime i saw her i said  so sexy  lmao,1
rt    the only thing that collegefession has taught me is that in fact  these hoes ain t loyal    stony brook,1
my barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me   free cuts,1
rt   got a bad ass bitch just bouncing on my dick ,1
 so she s retarded ,1
if you got a body count already in      you can t talk about anybody being a hoe,1
tell that hating ass niggah to shut the fuck up,1
rt   somebody call an ambulance because these bitches dieing for attention,1
this was my chit shake that monkey beeotch ,1
yup  i officially do not like you  you are a needy greedy bitch who needs to have it your way ,1
what they taught us  man them bad bitches only want the ballers  the starters   we hoopin now the hoes wanna guard us  ,1
sh t     rt  if k michelle was apart of baltimore twitter she d be one of them hoes saying she s celibate smh,1
   these hoes ain t loyal  ,1
rt   cruising down the street in my     jockin the bitches  slappin the hoes,1
i hate when a bitch can t take a compliment   you re so pretty   no i m not  i m ugly   well shit  you ugly then  damn     ,1
did this bitch  really awake me from my slumber to help pick out her avatar tho,1
when i die throw a couple bad bitches in my casket  ,1
i have yet to understand why so many bytches getting the bull piercing  it s called a septic or something like that    ,1
a hoe gon be a hoe  that ain t a hunnid ,1
i m old but my pussy still poppin tho,1
  the witches took them hoe,1
u a hoe,1
wtf is this chick singing the  th inning stretch at the giants game wearing  she s like a redneck carmen miranda   nlds,1
           who did you rob  them hoes like   online,1
 stop looking us and go eat some pussy  you yuppie fucks  ,1
rt   ultimate bitch          ,1
 lemme find out you twitter beefin with hoes,1
rt   these hoes really ain t loyal                    ,1
catch me fuckin off tonight      nolinenowait in that bitch as well     meetmethere ,1
 that nigga ain t no fucking champ he a straight up bitch who not bout shit   bitch made ,1
you say no to ratchet pussy but juicy j can t  bands will make her dance,1
why all the bitches fake gay now ,1
         a relationship is only made for two   but some bitches don t know how to count        amen to that ,1
 bitch tits,1
rt    bitch waaaaaa  ,1
rt   bad bitches get in free night at weenie hut jrs,1
i b tryna remind these bitches     i knew u b  dis social network fame,1
rt   all babies are born hipsters because they come out of the hospital in beanies ,1
only fat bitches and flat booty hoes today wackkkkk,1
rt      rich homie and bird man gone be at mansion       lan tonight            some niggas got fuckd up by the bouncers when i w       ,1
rt   when tupac said  i ain t a killer but don t push me  revenge is the sweetest joy next to getting pussy  ,1
                                       rt   lmao  this bitch come scooting in the tent like she about to fuck some shit up                              ,1
rt   nah bitch you ain t just gone go off on me and just want me back   minutes later  i m playing  k until further notice,1
         yall on my tl need to be sleep yall got school tomorrow        bitch i got straight a s ion need to go          ,1
 someone told me cuz some ppl like to use it as bitch some females don t like being calles female but meh  shrugs ,1
    fuck off bitch ,1
leave the bitchen to bitches,1
   my bitch doesn t even know you so wtf r u talking about nigga stop fucking dreaming,1
 stop calling her a bitch  crystal voice ,1
i m on that good kush and alcohol   i got some down bitches  but the can crawl,1
y all wake tf up  y all are pussies it s summer time turn tf up ,1
that bitch cur my hair way to short,1
 that hoe suck,1
rt   i gotta curve these hoes before they have a chance to curve me           ,1
tony blair equals bush s bitch  morningjoe,1
they fail to realize ion want  friends  bitches switch up quiccer than i change the channel          ,1
if only my new local mall wasn t so ghetto,1
yo bitch a freak fucked ha to sleep and dat was the last time i was slept on     shit i woke ha up nd fucked ha again so she aint sleep long,1
rt    good pussy is pussy that makes you really think bout making her breakfast pussy that makes you think about being a father ,1
don t throw me the pussy  let me come get it,1
 i am funny bitch,1
lmao wallah you re nasty bitch,1
bobby bitch  dickhead          top   bobby shmurda songs     hot nigga             ,1
call when you grow up  if you live that long  sorry for parents with such poor skills they got you     old bitch ,1
         girls are fucking retarded my back started cramping up man        it s the double d s,1
 that talentless skag is a wardrobe malfunction ,1
         i want to be obsessed with someone and i want someone to be obsessed with me       then u might have to kill the bitch         ,1
rt   you can t tell a bitch shit when they get a job                                     ,1
why do bitches come to school wearing stripper heels to school                    makes no sense                     ,1
so sick of you fake ass hoes,1
you re pussy ass set don t mean shit to me ,1
you can t call a bitch a bitch if you re a bitch,1
 bitch ass,1
hate a hoe that think relationships are seasonal    winter comin  let me get me a boyfriend    sound dumb as hell  ,1
 ok u hav gun  i love you and you are my superior at fighting games and you probably get more bitches too  peace        ,1
fuck that stupid bitch            ,1
 lmsoooo dawg i ain t got no bitches mane  i low key got a chick but i can t say it on twitter  you know how these wolves is,1
hoe bitches act up i turn chris breezy,1
rt   i think i m addicted to naked pictures and sit talking bout bitches that we almost had         ,1
rt   i hate when people take a picture          and be like   don t mind the background           nah bitch imma mind          ,1
 msnbc the same msm who said blocking flights from africa is racist yea right no id no vote bitch gold digger,1
         on my way to fuck ur bitch  ,1
i just might get to these riches i might go broke on these bitches,1
 naw where can i see that hoe at,1
 hoe,1
let me tell yall    i had a glass of something sweet    this bitch brought me a full glass  im thinking its the same thing and start gulping,1
 so does my juicy pussy,1
  pussy,1
she been a hoe all summer but soon as the fall weather hit she ll probably forget about all that and be a good girl again  that s the cycle,1
         i can t stop being a lil bitch       ,1
rt   i hate wen a bitch fart den be like uughh uuuu farted   no bitch clearly u did ill let a mfa kno wen im fin to,1
rt   ray j is the perfect example of what happens when you give a lame nigga some pussy,1
  obama s bitch ,1
oh  and i m back  bitch  no one walks all over me ever again  ever ,1
rt      me and my grandma got to tweakin hoe  turnt,1
hate when you point out truths to people  and they flip the script like you re in the wrong  bitch what  ,1
  i ll continue dis later  i ll be back bitch ,1
you guys are all faggots ,1
want some cheese with that whine bitch   ,1
 shut up with your arsenal already  you bitch ,1
rt   don t neva check a real nigga        check a hoe,1
i don t buy pussy cuz it s free bitch i buy lacs ,1
cunts  cunts everywhere ,1
i fuck bitches                                               better watch yah hoe                                              ,1
 ms  martinez fuckin with the cripple kid  ,1
lmfaooo         two bad bitches giving me head at the same dam time        oldpics lol ,1
i hate when bitches  been thinking  smh,1
rt   you got hoes  i got niggas ,1
rt   when you get twerk from the thickest bitch in the room ,1
i m with   bitches  amp    of em mix,1
rt     well now i m crying like a little bitch,1
rt               my type a bitch                               lmao yass,1
  pussies,1
rt   pink nipples are cute but some be looking nasty than a bitch           ,1
 yh i did niggah yh that shyt dope trust me fam   ,1
yeah  i m so annoying until you need something   bitch  fuckfriendzones i don t play that shit  fuck with my heart and i ll make you wish,1
rt   all i see over instagram  alice texas hoes   that s so low    even for alice ,1
talk about pussy power          ,1
ill call you bitch for short as a last resort and my first resort,1
rt   we don t love these hoes ,1
i m saying though                                        rt   all my panties be vs  ion look like these bitches tho,1
this ugly bitch need to get a new name tho you don t look like me you don t have as much followers as me  killyouself zodiac killer bitch,1
rt   meow  bitches,1
nuke town that pussy,1
rt                     that pussy so wet she gotta dry outside       stop telling my business                                                                                                                                                                                  ,1
rt             stop explaining yo self sorry ass bitch dont nobody care                 eww you sound spicy  ,1
 i don t care if it s a  saying  calling someone a bitch is still calling someone a name ,1
hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch don t even kno,1
idgaf about someone havin a cure let this bitch burn,1
your bitch is a fake sack of potatoes,1
  the hoes finna be like   owieee trey   august   and chris brown can have my baby at the same time              lmfaooooooo hoes ain t loyal  ,1
these hoes ain t loyal and niggas ain t either,1
face only yo bitch could love ,1
omg he s at it again  he s the most pathetic  spineless  no balls having piece of trash on twitter i ve ever seen  let me go throw up  blah ,1
rt   pussy pussy pussy i smell ya frum bout a mile away         ,1
i can t take you hoes serious because she everything a nigga need in a woman   some of y all just look good  amp  that s it ,1
you ain t gotta be a dyke to like hoes,1
 c mon pussy,1
rt             bitch you not coming ,1
i had a dope ass parlay this week with san fran    woulda won  but them hoes ran back the pick    shit be rigged yo ,1
rt   don t no nigga want no broke ass bitch                 but it s crazy how a bitch will do all she can to better a broke ass nigga                         ,1
dont fuck wit broke bitches,1
rt   what happened to the old wigga   the gonorrhea one ,1
rt        he busted a bitch n rolled stop sign hahahaha,1
rt   if you still put your pride in front of your feelings    then yes bitch your still childish,1
if a chick wants me to eat her pussy then leave i ll accept gladly  lol,1
rt   i don t have a key to my car that bitch foreign          ,1
   she sucks  bitch cant even pretend dance ,1
 i want it to be somewhat of a collage    money jewels cartiers etc    jus little shit to let niccas know we still here,1
rt   you get drunk with a bitch and u try and grab her ass she get all offended  well excuse me bitch i thought u were a hoe,1
i just love that  tweaking hoe tweaking hoe song that s the only part i no           wee be getting money so we ball out some sme sme,1
rt   i wish they made a hoe fax   id be like show me the hoe fax before dateing a girl  ,1
my mom s a fucking cunt dude ,1
rt   us dykes get more play than most niggas   famu,1
rt   how the fuck can some people not get atleast   on flappy bird  i just got    while smoking a fuckin square ,1
  bitch u perfect,1
hoes and dey hoe poses,1
mary jane is a dumb bitch peter has a job saving the city as spiderman and she s bitching about how he hasn t came to her play,1
drake vs  tyga beef  yung berg  lil fizz  chris brown bitch rants on twitter  ilovemakonnen getting drug off stage  light skins taking l s,1
   all i wanna do is get money and fuck model bitches     russell simmons,1
if california chrome doesn t go off at even money or better i might flip a trash can over i mean damn can i get      oh the humanity ,1
 lol it s gonna be so fun got two niglets on the way,1
 fuck no she dont let nobody hit that pussy either i know it s firm,1
anytime somebody say u wan hear a funny that shit gon be trash  ,1
rt   talkin bout the next bitch but you ain t bout shit ,1
rt   i feel sorry for da females that dont get what they deserve  while these hoe bitches get treated like queens                                              ,1
 ain t that about a bitch     what does that mean ,1
 i ll actually kill that bitch,1
rt      bitches in the lobby  its plenty bitches in the lobby,1
my cats a bitch niggah ,1
rt   this hoe swear to god that boy fuckin everybody  ,1
          wow  putting a whole manifesto up using twitlonger    and by a canadian  hey hoser    how many will you adopt ,1
remember when i would spank everyone in meme wars  because i do  faggots,1
how can i not take my style back from niccas when niccas was taking my style way before     preach             rns,1
   yall still going trick or treating this year or nah  hell yeah ima be da sweet tooth bandit steal bitches bags n shit,1
i m bout to be back on my old shit i miss my hoes texting me saying they wanna come see me,1
         rt   black bitches turn    buy a hat and act like jesus forgot they was fucking niggas in the park        loooool,1
the only thing about niccas is they be followers smh    be ya self everyone else is taken  ,1
 lol bitch u forcin it have a glass of water bitch u a lil thirsty for the puss thang,1
rt   she taught these hoes how to pose ,1
   i hate a  i m pregnant  type of bitch  ,1
 i don t see how ud get pussy when u yourself are a pussy ,1
rt   ladies if a nigga always wanna go out and party every weekend   he basically side hoe shopping,1
well isnt that a bitch   wildcards are going to the  worldseries,1
i salute to the hoes who kno they places    other than that bitches miss me,1
rt   not a flagrant lebrons a bitch,1
lol  what i look like waiting on another nigga bitch                            ,1
  post a picture of that pussy get     likes  ,1
rt   how to get unlimited pussy in high school ,1
put that on everything i love  ain t no ugly bitch finna talk to me crazy in my car  i d put her ass out and make her walk,1
  i m on that straight cali kush bitch don t kill my vibe,1
ya lit stupid ass bitch i ain t fuccin witchuuuu                   ,1
i wanna cut my hair but i m too busy being a bitch about it ,1
lol                    i just remember that same bitch said she liked my hair then asked  is it yours   smfh  wut  yes    ,1
tanning with my main bitch,1
 you owe two hoe i don t wanna hear shit when i hyu,1
 bitch im too mad im finna throw this bitch outside,1
this nig johnel keep falling asleep     that s usually me lol,1
 so many hoes                   ,1
rt            i say if a girl got   bodies or more and she    or younger she a hoe        on gang  ,1
i named my penis  the truth  because bitches can t handle it ,1
  amp   had me so high off the monkey nutts yesterday nbs                                                                                                    ,1
rt   and he still wont get no bitches rt    wow wtf ,1
only a broke nigga gonna settle for a broke bitch,1
 yess bitch  messyyy,1
rt   hoes be like  go talk to one of your hoes      i be like  you are one of my hoes ,1
i will not leave my nigga but you can be my bitch too  idgt                             ,1
easy congo  rt  fuckin faggot rt   all though i eat my lunch on the road frequently,1
there s a different between ya bitch a ya friends your bitch rey to build wit you your friends just tryna compete ,1
aint nuthin retarded bout gucci but this gold rolex,1
since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other        ,1
 nah but i was worth that    character  bitch ,1
  bitch yesssss i make girls mad                   ,1
never again will i put so much into a relationship unless the bitch actually puts more effort into it than me ,1
or dead                    word rt   if ya moms calling the cops after she ain t heard from you for four days you probably pussy       ,1
rt   my tweet wasn t really about you  but if the shoe fits  then lace that bitch up and wear it ,1
drop dead gorgeous but the bitch ain t dying for a nigga,1
rt   hoes tweets be like put that dick in my throat i won t choke then when you ask them about it they say its a song hoe wh       ,1
 i swear des hoes just making up challenges now,1
on the low  wassup with you hoe ,1
lamar odom is such a little bitch  it s pathetic ,1
rt            what would u do                that bitch down the stairs ,1
fuccn yo bitch and its wet like a pool         ,1
rt   life is a bitch and harsh enough  guys need a girl that will make them feel better and help relieve some of the stress         ,1
rt   dive in the pussy like ,1
rt   all i m sayin is u bitches would hookup wit tha headless horseman cuz u think he all badass n shit but then u complain        ,1
free love  amp  sexual liberation seemed to be the dawn of lots of consequence free pussy for them   s negroes  why we always forgetting history,1
              i       m too drunk to walk  let       s drive  i got bitches with me all night and the party don       t start  til the drugs arrive  loaded,1
i m a dick and you ain t even got ya strap on  pussy,1
          bol that called the girl a bitch       oharrd coo i m both of them tho                            ,1
rt   that hoe wanta     ,1
let me find out floyd mayweather is being a bitter bitch today all on the social networks             whohurtyou,1
 bare it bitch  see what i did there,1
 in that i get more bitches than you  if so you right,1
let him fuck his side hoes in peace smh rt   wish my boyfriend would respond to my texts   ,1
i m never gonna be ok with my nigga around alot of bitches while with his boys  cause i was once that female your boys put you on   ,1
rt   instead of worry bout who that bitch fucking why don t you get you some money,1
 orr why  thts my lor bae tho wyd why u fucking up hoe ,1
these hoe niggas havnt seen half of me    chainz,1
i done seen a lot of fake shit  that bitch ain t bad  she s basic ,1
rt   niggas ain t shit but hoes with dicks,1
   that shit chunky lol,1
          rt          yass bitch yass                      too soon                  ,1
even bitches with bad attitudes bumpin to our tunes   they high maintenance ,1
sounds like a hoe,1
so far i ve only seen   bad bitches talkn bout mansion       lan    wtf is up  ,1
omg i will just go to charlie bear to twerk team i fucks with them,1
rt   i completely lost my mind  if you find it  go ahead and keep it bitch,1
say it s all about the hoes when it s all about ou  even when i m with my hoes  i tell em all about you,1
rt   trash talked by many   hated by some     guess how many fucks i give   its less than one  ,1
 can t wait   see my bitch tmrw  gatsby  l  py,1
     bitch dont hate,1
 you said good bye dumb bitch snd i said ok  what is it with you white devils   i have nothing for you vampire lover of blood,1
my nigga mister meaner just hope back on the bitch,1
 nigger,1
   awww meat meat in his feelins i ainn n my feelings bitch,1
rt   we ain t friends hoe,1
that bitch just walked off all like           wtf                   ,1
rt   if her bio says  only god can judge me  she s a hoe ,1
hahahaha i m so happy that bitch just spilt all her coffee everywhere,1
sorry wrong bitch                ,1
something funny here  rt                               rt   control your excitement sir             lets gooooo teena bitch          ,1
rt      i dont have time for these childish games  just fight me bitch ,1
now my side bitch my main bitch bc my main hoe ain t feeling me no mo  no mo ,1
rt   i just want the money  ian trippin on these hoes,1
die twice bitch          thank you                      you re the filthiest hoe of all time ,1
 don t watch me watch tv hoe,1
rt   every time i come out im never with newwww bitches,1
one deep in my phantom ghost  bad bitch with me excuse me where my manners go,1
ain t even fuckin wit shady bitches,1
           don t get on bro  when bae textin another nigger,1
bad bitch pussy aquafina call her crystalina,1
rt   you gotta know the difference between a good girl and good pussy,1
rt    poly ratchets   can t stand poly bitches in general           they loud  annoying  and they talk too much  ,1
 i           you bitch,1
lol im out here curving bitches like im taken,1
